Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,WS,OBPM,DBPM,BPM,VORP
115,Andre Drummond,C,23,DET,81,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,0.133,6.6749375,-2.1,2.9,0.9,1.8
121,Henry Ellenson,PF,20,DET,19,146,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.071,-0.215958333,-5.8,-2.4,-8.2,-0.2
148,Michael Gbinije,SG,24,DET,9,32,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0,0,0,15,-0.1,0,-0.136,-0.090666667,-7.7,-2.8,-10.5,-0.1
180,Tobias Harris,PF,24,DET,82,2567,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4,2.8,0.128,6.845333333,1,0.1,1.2,2
197,Darrun Hilliard,SG,23,DET,39,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.027,-0.2143125,-5,-1.1,-6.1,-0.4
219,Reggie Jackson,PG,26,DET,52,1424,14.9,0.51,0.272,0.201,1.5,7.4,4.4,30.3,1.2,0.3,13.4,26.4,0.8,1.2,0.065,1.928333333,0.6,-2,-1.4,0.2
230,Stanley Johnson,SF,20,DET,77,1371,7.2,0.436,0.422,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.012,0.34275,-3.8,1.8,-2,0
263,Jon Leuer,PF,27,DET,75,1944,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2,0.112,4.536,-0.4,0.5,0.1,1
281,Boban Marjanovic,C,28,DET,35,293,29.6,0.606,0,0.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,1.2,0.5,0.28,1.709166667,1,-0.9,0.1,0.2
310,Marcus Morris,SF,27,DET,79,2565,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1,0.8,7.4,20.3,1.4,2.4,0.072,3.8475,-0.3,-0.2,-0.5,1
406,Ish Smith,PG,28,DET,81,1955,14.7,0.477,0.14,0.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,0.9,2.2,0.076,3.095416667,-1.2,0.4,-0.8,0.6
437,Beno Udrih,PG,34,DET,39,560,16.2,0.535,0.162,0.173,1.1,10.3,5.6,35.4,1.2,0,14.5,19.6,0.8,0.5,0.113,1.318333333,-0.5,-2.1,-2.5,-0.1
29,Matt Barnes,SF,36,GSW,20,410,10.7,0.569,0.578,0.256,4.3,19.1,12.2,13.7,1.4,1.7,19.3,13.1,0.3,0.6,0.115,0.982291667,-1,1.6,0.6,0.3
82,Ian Clark,SG,25,GSW,77,1137,13.1,0.575,0.376,0.134,2.3,9,5.8,11.2,1.7,0.6,10.7,19.5,1,1.3,0.099,2.3450625,-0.6,-1.4,-2,0
98,Stephen Curry,PG,28,GSW,79,2638,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13,30.1,8.7,3.9,0.229,12.58545833,7.8,-0.4,7.3,6.2
119,Kevin Durant,SF,28,GSW,62,2070,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8,4,0.278,11.98875,5.4,2.6,8,5.2
164,Draymond Green,PF,26,GSW,76,2471,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3,3.4,19.8,16.2,2.8,5.4,0.16,8.236666667,0.5,5,5.4,4.6
211,Andre Iguodala,SF,33,GSW,76,1998,14.3,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,0.167,6.951375,1.3,1.7,3,2.5
235,Damian Jones,C,21,GSW,10,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0.018,0.031875,-7.5,-2.1,-9.6,-0.2
268,Shaun Livingston,PG,31,GSW,76,1345,10.1,0.568,0.009,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.3,13,1.1,1.6,0.093,2.6059375,-2.5,0.5,-2,0
270,Kevon Looney,C,20,GSW,53,447,13.6,0.553,0.084,0.318,11.5,18.5,15.2,8.5,1.6,3,12.2,13.4,0.7,0.8,0.155,1.4434375,-1.4,1.8,0.4,0.3
285,James Michael McAdoo,PF,24,GSW,52,457,13.1,0.543,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5,12.3,14.6,0.3,0.8,0.117,1.1139375,-2.8,2.4,-0.4,0.2
286,Patrick McCaw,SG,21,GSW,71,1074,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9,1.4,1.1,12.1,11.9,0.5,1.2,0.077,1.722875,-1.6,-0.2,-1.8,0.1
293,JaVale McGee,C,29,GSW,77,739,25.2,0.642,0.009,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,2,1.5,0.225,3.4640625,0.2,0.5,0.8,0.5
344,Zaza Pachulia,C,32,GSW,70,1268,16.1,0.588,0.007,0.41,12.9,22,17.7,13.6,2.2,2,19.4,15.3,2.3,2.5,0.178,4.702166667,-0.3,3,2.7,1.5
427,Klay Thompson,SG,26,GSW,78,2649,17.4,0.592,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8,26.1,4.2,2.9,0.129,7.1191875,2.4,-2.1,0.3,1.5
443,Anderson Varejao,C,34,GSW,14,92,9.4,0.478,0,0.786,15.3,16.8,16.1,13,1.6,2.6,29.8,12.6,0,0.1,0.097,0.185916667,-3.2,2.5,-0.6,0
456,Briante Weber,PG,24,GSW,7,46,5.9,0.392,0.214,0.214,0,9,4.8,13.9,3.1,1.7,16.4,17.2,-0.1,0.1,-0.018,-0.01725,-6.9,0.7,-6.2,0
457,David West,C,36,GSW,68,854,16.6,0.571,0.032,0.222,6.5,18.8,13,24.1,2.4,4.4,22,17.9,0.9,1.7,0.148,2.633166667,-1.7,3.9,2.2,0.9
15,Ryan Anderson,PF,28,HOU,72,2116,13.5,0.583,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,4,1.1,0.117,5.15775,1.8,-2.6,-0.8,0.6
19,Trevor Ariza,SF,31,HOU,80,2773,12.4,0.548,0.695,0.158,2.1,15.9,9,8.8,2.5,0.6,7.9,14.1,2.8,3.2,0.104,6.008166667,0.7,1,1.7,2.6
45,Patrick Beverley,SG,28,HOU,67,2058,13,0.546,0.53,0.175,5,15.8,10.4,18.8,2.3,1,14.6,14.1,2.9,2.4,0.123,5.273625,0.8,1.5,2.3,2.3
56,Corey Brewer,SF,30,HOU,58,923,7.5,0.491,0.414,0.194,2.5,11,6.7,9,1.9,1.1,12.7,12.9,0,0.8,0.045,0.8653125,-3.1,0,-3.1,-0.3
60,Bobby Brown,PG,32,HOU,25,123,10.8,0.509,0.583,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.04,0.1025,-1.5,-6.1,-7.6,-0.2
71,Clint Capela,C,22,HOU,65,1551,21.4,0.638,0,0.314,12.5,24.5,18.5,6.7,1.1,4.1,12,19.9,3.8,2.1,0.184,5.9455,0,0.9,0.9,1.1
104,Sam Dekker,SF,22,HOU,77,1419,13.1,0.549,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,0.104,3.0745,-0.4,-0.6,-1,0.3
126,Tyler Ennis,PG,22,HOU,31,196,4,0.444,0.25,0.047,2.2,8.4,5.3,24.5,1.5,0,26.9,19.3,-0.4,0.1,-0.061,-0.249083333,-6.8,-2.7,-9.5,-0.4
158,Eric Gordon,SG,28,HOU,75,2323,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,0.079,3.823270833,1,-2.4,-1.4,0.4
172,James Harden,PG,27,HOU,81,2947,27.4,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2,1,19.5,34.2,11.5,3.6,0.245,15.04197917,8.7,1.5,10.1,9
175,Montrezl Harrell,C,23,HOU,58,1064,19.2,0.662,0.02,0.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1,0.183,4.0565,0.8,0.2,0.9,0.8
193,Nene Hilario,C,34,HOU,67,1198,18.9,0.63,0.023,0.496,8.6,17,12.8,8.6,2.2,2.6,13.1,19.7,2.5,1.6,0.165,4.118125,-0.4,0.8,0.5,0.7
291,K.J. McDaniels,SF,23,HOU,29,212,10.2,0.552,0.397,0.147,3.1,12.4,7.7,2.7,1.6,3,12.1,16.4,0,0.2,0.058,0.256166667,-3.7,-1,-4.7,-0.1
342,Chinanu Onuaku,C,20,HOU,5,52,12.3,0.799,0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.123,0.13325,-2.4,1.8,-0.6,0
419,Isaiah Taylor,PG,22,HOU,4,52,0.3,0.19,0.286,0.286,2.1,4.2,3.1,7.1,0.9,1.6,0,6.4,-0.1,0,-0.028,-0.030333333,-6.4,-0.1,-6.5,-0.1
467,Lou Williams,SG,30,HOU,23,591,15.4,0.547,0.489,0.428,2.2,10.7,6.5,14.3,1.2,1.2,11.3,25.3,0.8,0.4,0.096,1.182,-0.1,-2.5,-2.6,-0.1
470,Troy Williams,SF,22,HOU,6,139,12.8,0.616,0.477,0.159,7.1,11.8,9.4,6.4,1,0.6,11.3,16.2,0.2,0.1,0.116,0.335916667,0.4,-2.1,-1.7,0
471,Kyle Wiltjer,PF,24,HOU,14,44,6.7,0.437,0.929,0.143,9.9,14.9,12.4,6.1,3.3,1.8,25.2,19.1,-0.1,0.1,-0.039,-0.03575,-4,0,-4,0
8,Lavoy Allen,PF,27,IND,61,871,11.6,0.485,0.006,0.196,13.7,14.5,14.1,9.1,1,2.4,13.7,10.9,0.9,0.8,0.093,1.6875625,-1.5,1.3,-0.3,0.4
58,Aaron Brooks,PG,32,IND,65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.016,0.298,-2.1,-2.5,-4.6,-0.6
80,Rakeem Christmas,PF,25,IND,29,219,10.4,0.529,0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.099,0.4516875,-3,-1.2,-4.2,-0.1
123,Monta Ellis,SG,31,IND,74,1998,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2,1.2,18,16.8,-0.7,1.7,0.026,1.08225,-2.5,0.2,-2.3,-0.2
150,Paul George,SF,26,IND,75,2689,20.2,0.587,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,3.9,3.1,0.126,7.058625,3.1,-0.3,2.8,3.2
221,Al Jefferson,C,32,IND,66,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,0.119,2.308104167,-1.5,-1.5,-3.1,-0.2
302,C.J. Miles,SF,29,IND,76,1776,13.8,0.592,0.632,0.144,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,0.109,4.033,1.6,-2.1,-0.5,0.7
326,Georges Niang,PF,23,IND,23,93,0.1,0.285,0.333,0.056,2.4,17.9,10.3,7.5,1.6,0,11.9,20.2,-0.4,0.1,-0.168,-0.3255,-9.9,-2.2,-12,-0.2
379,Glenn Robinson,SF,23,IND,69,1427,11.5,0.564,0.37,0.225,4.5,14.7,9.7,4.7,1.4,1.2,9.1,12.8,1.3,1.2,0.085,2.526979167,-1.2,-0.2,-1.3,0.2
399,Kevin Seraphin,PF,27,IND,49,559,14.4,0.559,0.01,0.111,8.3,20,14.3,6.7,0.6,3.1,12.3,19,0.4,0.6,0.082,0.954958333,-3.1,-0.5,-3.6,-0.2
413,Lance Stephenson,SG,26,IND,6,132,10.3,0.474,0.182,0.068,0.9,19.3,10.2,28.1,1.1,1.3,19.5,19.1,-0.1,0.1,0.012,0.033,-4,-0.2,-4.2,-0.1
416,Rodney Stuckey,PG,30,IND,39,696,9.5,0.483,0.246,0.439,1,12.4,6.8,17.7,1.2,0,15.4,22.2,-0.5,0.4,-0.006,-0.087,-3.8,-2.2,-6,-0.7
420,Jeff Teague,PG,28,IND,82,2657,19.2,0.574,0.277,0.457,1.4,12.4,7,36.4,1.9,1.1,16.5,22.1,5.7,2.4,0.146,8.081708333,2.4,-0.5,1.9,2.6
436,Myles Turner,C,20,IND,81,2541,18.5,0.585,0.132,0.349,6.2,19.6,13,6.6,1.5,5.9,9.5,19.5,4.3,3.7,0.151,7.9935625,-0.3,2.6,2.4,2.8
479,Joe Young,PG,24,IND,33,135,11.4,0.433,0.319,0.208,0.8,13.1,7.1,18,1.5,0,6,27.8,-0.2,0.1,-0.022,-0.061875,-3.5,-3.8,-7.3,-0.2
481,Thaddeus Young,PF,28,IND,74,2237,14.9,0.562,0.172,0.125,6.7,15.7,11.2,8.4,2.5,1.1,11.6,16.4,2,2.7,0.1,4.660416667,0,1.4,1.4,1.9
12,Alan Anderson,SF,34,LAC,30,308,5,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0,7.4,13.7,0,0.1,0.02,0.128333333,-2.6,-2.3,-4.9,-0.2
31,Brandon Bass,PF,31,LAC,52,577,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,0.186,2.235875,0.1,-0.8,-0.7,0.2
93,Jamal Crawford,SG,36,LAC,82,2157,12,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,0.043,1.9323125,-1,-2.1,-3,-0.6
134,Raymond Felton,PG,32,LAC,80,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,0.055,1.947916667,-1.8,0.8,-1,0.4
168,Blake Griffin,PF,27,LAC,61,2076,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,0.179,7.74175,3.2,1.3,4.4,3.4
227,Brice Johnson,PF,22,LAC,3,9,17.2,0.286,0,0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,-0.165,-0.0309375,-10.7,12.1,1.3,0
232,Wesley Johnson,SF,29,LAC,68,810,8.4,0.448,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3,8,12.5,-0.3,1.2,0.051,0.860625,-3.4,1.6,-1.8,0
240,DeAndre Jordan,C,28,LAC,81,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.1,15.3,7.2,4.6,0.221,11.83270833,1,3,4.1,3.9
284,Luc Mbah a Moute,SF,30,LAC,80,1787,10.2,0.581,0.291,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10,11.6,1.3,1.8,0.084,3.12725,-0.8,1.6,0.7,1.2
351,Chris Paul,PG,31,LAC,61,1921,26.2,0.614,0.385,0.331,2.4,15,8.9,46.8,3.1,0.3,14,24.4,7.9,2.6,0.264,10.5655,7.8,1.1,8.8,5.3
356,Paul Pierce,SF,39,LAC,25,277,5.7,0.535,0.614,0.186,0.4,18.5,9.7,5,0.7,1.5,17.4,14.8,-0.2,0.3,0.015,0.0865625,-3.9,-0.5,-4.4,-0.2
372,J.J. Redick,SG,32,LAC,78,2198,14.8,0.599,0.526,0.227,0.6,7.9,4.4,7.8,1.2,0.5,9.1,22,3.3,1.5,0.105,4.808125,2,-2.1,-0.1,1.1
376,Austin Rivers,SG,24,LAC,74,2054,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,0.059,2.524708333,-0.1,-1.5,-1.6,0.2
410,Marreese Speights,C,29,LAC,82,1286,17.5,0.584,0.505,0.25,7.9,24.1,16.2,8,0.9,2.6,10.2,23.6,2.5,1.7,0.155,4.152708333,1.5,-0.8,0.7,0.9
415,Diamond Stone,C,19,LAC,7,24,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.211,-0.1055,-17.3,-6.8,-24.1,-0.1
48,Tarik Black,C,25,LAL,67,1091,15,0.56,0.007,0.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,1.5,0.8,0.105,2.3865625,-1.8,0.2,-1.6,0.1
56,Corey Brewer,SF,30,LAL,24,358,13.3,0.49,0.198,0.198,3.2,13,7.9,15,3.3,1.8,12.6,18,0,0.3,0.047,0.350541667,-2.4,0.7,-1.7,0
68,Jose Calderon,PG,35,LAL,24,292,9.1,0.508,0.442,0.052,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,-0.1,0.1,0,0,-3,-2.1,-5.1,-0.2
83,Jordan Clarkson,SG,24,LAL,82,2397,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,0.024,1.1985,-0.5,-2.3,-2.7,-0.4
107,Luol Deng,SF,31,LAL,56,1486,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7,1.6,1.1,8.7,14.2,0.1,0.8,0.029,0.897791667,-2.3,-0.2,-2.5,-0.2
126,Tyler Ennis,PG,22,LAL,22,392,14.3,0.553,0.375,0.153,1.3,6.1,3.6,20.3,2.4,0.4,12,19,0.5,0.1,0.077,0.628833333,0.1,-2.8,-2.7,-0.1
206,Marcelo Huertas,PG,33,LAL,23,237,9.1,0.417,0.279,0.25,0.9,10.5,5.5,30.8,2.1,0.7,20.1,17,-0.2,0.1,-0.025,-0.1234375,-4.6,-2.4,-7,-0.3
214,Brandon Ingram,SF,19,LAL,79,2279,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.007,-0.332354167,-3.1,-0.7,-3.8,-1.1
314,Timofey Mozgov,C,30,LAL,54,1104,12.3,0.553,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,0.048,1.104,-2.8,-0.8,-3.6,-0.4
320,Larry Nance Jr.,PF,24,LAL,63,1442,15.7,0.567,0.1,0.222,8.8,19.6,14,9.7,2.8,2.2,12.4,13.4,2.1,1.5,0.118,3.544916667,-0.3,2.2,1.9,1.4
334,David Nwaba,SG,24,LAL,20,397,12.2,0.611,0.062,0.481,4.5,13.1,8.7,5,1.6,1.4,10.1,11.8,0.6,0.2,0.091,0.752645833,-1.7,-0.3,-1.9,0
370,Julius Randle,PF,22,LAL,74,2132,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2,1.5,0.08,3.553333333,-0.8,0.7,0,1.1
380,Thomas Robinson,PF,25,LAL,48,560,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17,20.7,0.3,0.6,0.079,0.921666667,-2.2,-0.1,-2.3,0
389,D'Angelo Russell,PG,20,LAL,63,1811,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1,0.033,1.2450625,1.1,-1.6,-0.5,0.7
467,Lou Williams,SG,30,LAL,58,1403,23.9,0.609,0.432,0.469,1.1,9.5,5.1,22.3,2.3,0.6,11.9,30.6,4.3,0.6,0.169,4.939729167,5.4,-3.2,2.2,1.5
475,Metta World Peace,SF,37,LAL,25,160,6.5,0.38,0.559,0.235,3.3,10.6,6.8,9.8,3,1,8.5,21.9,-0.3,0.1,-0.061,-0.203333333,-4.1,-2.1,-6.2,-0.2
480,Nick Young,SG,31,LAL,60,1556,14.1,0.588,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,3,0.2,0.098,3.176833333,2.7,-3.4,-0.7,0.5
486,Ivica Zubac,C,19,LAL,38,609,17,0.547,0.013,0.206,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,0.6,0.5,0.086,1.091125,-2.7,0.3,-2.5,-0.1
9,Tony Allen,SG,35,MEM,71,1914,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,0.2,2.9,0.077,3.070375,-1.8,2.4,0.6,1.3
25,Wade Baldwin,PG,20,MEM,33,405,6.5,0.404,0.191,0.322,3,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.041,-0.3459375,-6.2,0.5,-5.7,-0.4
73,Vince Carter,SF,40,MEM,73,1799,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,0.106,3.972791667,0.1,0.9,1,1.4
87,Mike Conley,PG,29,MEM,69,2292,23.2,0.604,0.415,0.365,1.5,10.8,6,34.5,2.1,0.8,11.8,26.3,7.5,2.5,0.209,9.97975,6.5,-0.8,5.7,4.5
99,Troy Daniels,SG,25,MEM,67,1183,10.4,0.531,0.717,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8,21.7,0.5,0.8,0.051,1.2569375,0.4,-3.5,-3.1,-0.3
101,Deyonta Davis,C,20,MEM,36,238,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.097,0.480958333,-5.4,1.8,-3.7,-0.1
113,Toney Douglas,PG,30,MEM,24,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0,0.5,0.059,0.484291667,-2.2,1,-1.2,0.1
125,James Ennis,SF,26,MEM,64,1501,10.6,0.581,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,1.4,1.7,0.101,3.158354167,-1,1,0,0.8
145,Marc Gasol,C,32,MEM,74,2531,20.3,0.554,0.231,0.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,4.2,3.5,0.145,7.645729167,2.1,2.2,4.2,4
166,JaMychal Green,PF,26,MEM,77,2101,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,3.2,2.6,0.132,5.77775,-0.4,1.1,0.7,1.4
182,Andrew Harrison,PG,22,MEM,72,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,0,1.5,0.051,1.566125,-2.4,0,-2.4,-0.2
282,Jarell Martin,PF,22,MEM,42,558,8.7,0.477,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.054,0.62775,-5.8,-0.6,-6.4,-0.6
348,Chandler Parsons,SF,28,MEM,34,675,7.7,0.436,0.419,0.194,1,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.015,0.2109375,-3.6,-0.5,-4.1,-0.3
371,Zach Randolph,PF,35,MEM,73,1786,18.5,0.49,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,0.8,2.4,0.086,3.199916667,-1.4,-0.7,-2.1,0
398,Wayne Selden,SG,22,MEM,11,189,6.2,0.475,0.42,0.36,0.6,6.2,3.3,9.9,1.1,0.5,13.4,16.1,-0.1,0.1,-0.002,-0.007875,-4.1,-1.9,-6,-0.2
470,Troy Williams,SF,22,MEM,24,418,7.8,0.474,0.333,0.203,1.6,11,6.2,7.2,3,2.1,16.3,17.4,-0.6,0.6,0.004,0.034833333,-4.6,1.5,-3,-0.1
476,Brandan Wright,PF,29,MEM,28,447,18.5,0.628,0.007,0.259,7.7,12.4,10,6,1.3,4.3,6.2,16.3,1.1,0.5,0.177,1.6483125,0,1.3,1.3,0.4
23,Luke Babbitt,SF,27,MIA,68,1065,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8,13,0.8,1,0.081,1.7971875,-1.1,-0.9,-1.9,0
114,Goran Dragic,PG,30,MIA,73,2459,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,14.1,27.1,5,2.6,0.147,7.5306875,3.4,-0.7,2.7,2.9
122,Wayne Ellington,SG,29,MIA,62,1500,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5,17.9,2.1,1.2,0.105,3.28125,1.8,-1.9,-0.2,0.7
183,Udonis Haslem,C,36,MIA,16,130,8.8,0.524,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,0,0.2,0.074,0.200416667,-4.7,1.5,-3.2,0
228,James Johnson,PF,29,MIA,76,2085,17,0.564,0.333,0.28,3.5,16.6,10,20.9,1.8,3.2,16.5,22,1.9,3.2,0.117,5.0821875,0.5,2.3,2.8,2.5
231,Tyler Johnson,PG,24,MIA,73,2178,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,0.128,5.808,0.7,0.8,1.5,1.9
294,Rodney McGruder,SG,25,MIA,78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,0.072,2.949,-0.8,0.5,-0.4,0.8
297,Josh McRoberts,PF,29,MIA,22,381,9.8,0.439,0.263,0.076,6.6,15,10.7,18.9,1.3,0.8,15.9,16.9,-0.1,0.4,0.036,0.28575,-2.9,0.6,-2.4,0
373,Willie Reed,C,26,MIA,71,1031,17.1,0.578,0.014,0.309,13.7,22,17.8,3.9,0.9,3.6,8.7,15.3,2.1,1.5,0.168,3.6085,-1.3,0.7,-0.6,0.4
374,Josh Richardson,SG,23,MIA,53,1614,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,0.066,2.21925,-1,1.1,0.2,0.9
450,Dion Waiters,SG,25,MIA,46,1384,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,0.2,1.5,0.057,1.6435,-0.1,-0.8,-0.9,0.4
459,Okaro White,PF,24,MIA,35,471,7.5,0.507,0.391,0.253,5.8,13.5,9.6,6,1.1,1.7,15.7,10.8,0.1,0.5,0.066,0.647625,-3.1,1,-2.1,0
461,Hassan Whiteside,C,27,MIA,77,2513,22.6,0.579,0,0.368,12.8,35.3,24,3.8,1.1,5,12,22.7,4.2,5.3,0.181,9.476104167,-2,1.5,-0.5,0.9
466,Derrick Williams,PF,25,MIA,25,377,10.1,0.465,0.328,0.365,4.7,16.9,10.7,5.6,1.2,1,8.1,20.4,-0.1,0.4,0.038,0.298458333,-3.8,-1.4,-5.2,-0.3
472,Justise Winslow,SF,20,MIA,18,625,8.2,0.399,0.156,0.209,4,12.7,8.3,15.5,2.1,0.8,11.8,19.8,-0.9,0.8,-0.009,-0.1171875,-4,1.2,-2.8,-0.1
16,Giannis Antetokounmpo,SF,22,MIL,80,2845,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,0.21,12.446875,4.1,3.5,7.6,6.9
38,Michael Beasley,PF,28,MIL,56,935,17.8,0.584,0.106,0.259,5,18.9,12,9.9,1.5,2.5,12.7,25.3,0.8,1,0.092,1.792083333,-1.7,-1.1,-2.9,-0.2
57,Malcolm Brogdon,SG,24,MIL,75,1982,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,0.1,4.129166667,0.6,-1.1,-0.5,0.8
106,Matthew Dellavedova,PG,26,MIL,76,1986,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0,18.8,16.3,0.3,0.9,0.029,1.199875,-1.9,-2.8,-4.7,-1.4
184,Spencer Hawes,PF,28,MIL,19,171,18.6,0.62,0.441,0.305,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,0.4,0.2,0.16,0.57,1,-1,0,0.1
